District,Petrol Price,Change
"Oct 10, 2025",94.82 ₹/L,+ 0.26
"Oct 09, 2025",95.08 ₹/L,- 0.10
"Oct 08, 2025",94.98 ₹/L,  0.00
"Oct 07, 2025",94.98 ₹/L,+ 0.10
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.45 ₹/L,- 0.22
"Oct 14, 2025",94.23 ₹/L,+ 0.09
"Oct 13, 2025",94.32 ₹/L,+ 0.22
"Oct 12, 2025",94.54 ₹/L,+ 0.05
"Oct 11, 2025",94.59 ₹/L,- 0.36
"Oct 10, 2025",94.23 ₹/L,+ 0.09
"Oct 09, 2025",94.32 ₹/L,+ 0.11
"Oct 08, 2025",94.43 ₹/L,+ 0.17
"Oct 07, 2025",94.60 ₹/L,- 0.28
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.45 ₹/L,- 0.29
"Oct 14, 2025",95.16 ₹/L,+ 0.04
"Oct 13, 2025",95.20 ₹/L,  0.00
"Oct 12, 2025",95.20 ₹/L,  0.00
"Oct 11, 2025",95.20 ₹/L,+ 0.35
"Oct 10, 2025",95.55 ₹/L,- 0.10
"Oct 09, 2025",95.45 ₹/L,- 0.25
"Oct 08, 2025",95.20 ₹/L,  0.00
"Oct 07, 2025",95.20 ₹/L,+ 0.52
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.60 ₹/L,- 0.22
"Oct 14, 2025",94.38 ₹/L,+ 0.18
"Oct 13, 2025",94.56 ₹/L,+ 0.12
"Oct 12, 2025",94.68 ₹/L,- 0.28
"Oct 11, 2025",94.40 ₹/L,+ 0.07
"Oct 10, 2025",94.47 ₹/L,+ 0.09
"Oct 09, 2025",94.56 ₹/L,+ 0.12
"Oct 08, 2025",94.68 ₹/L,- 0.21
"Oct 07, 2025",94.47 ₹/L,+ 0.09
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.51 ₹/L,- 0.17
"Oct 14, 2025",95.34 ₹/L,+ 0.30
"Oct 13, 2025",95.64 ₹/L,- 0.72
"Oct 12, 2025",94.92 ₹/L,+ 0.49
"Oct 11, 2025",95.41 ₹/L,+ 0.10
"Oct 10, 2025",95.51 ₹/L,- 0.54
"Oct 09, 2025",94.97 ₹/L,+ 0.01
"Oct 08, 2025",94.98 ₹/L,  0.00
"Oct 07, 2025",94.98 ₹/L,- 0.03
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.20 ₹/L,+ 0.06
"Oct 14, 2025",95.26 ₹/L,  0.00
"Oct 13, 2025",95.26 ₹/L,+ 0.07
"Oct 12, 2025",95.33 ₹/L,- 0.08
"Oct 11, 2025",95.25 ₹/L,- 0.30
"Oct 10, 2025",94.95 ₹/L,- 0.06
"Oct 09, 2025",94.89 ₹/L,+ 0.06
"Oct 08, 2025",94.95 ₹/L,+ 0.07
"Oct 07, 2025",95.02 ₹/L,- 0.07
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.75 ₹/L,- 0.10
"Oct 14, 2025",94.65 ₹/L,+ 0.12
"Oct 13, 2025",94.77 ₹/L,- 0.12
"Oct 12, 2025",94.65 ₹/L,+ 0.03
"Oct 11, 2025",94.68 ₹/L,+ 0.08
"Oct 10, 2025",94.76 ₹/L,+ 0.01
"Oct 09, 2025",94.77 ₹/L,- 0.12
"Oct 08, 2025",94.65 ₹/L,+ 0.03
"Oct 07, 2025",94.68 ₹/L,+ 0.09
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.29 ₹/L,- 0.03
"Oct 14, 2025",95.26 ₹/L,- 0.10
"Oct 13, 2025",95.16 ₹/L,+ 0.40
"Oct 12, 2025",95.56 ₹/L,- 0.38
"Oct 11, 2025",95.18 ₹/L,+ 0.02
"Oct 10, 2025",95.20 ₹/L,- 0.06
"Oct 09, 2025",95.14 ₹/L,+ 0.10
"Oct 08, 2025",95.24 ₹/L,+ 0.30
"Oct 07, 2025",95.54 ₹/L,- 0.08
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 17, 2025",166.00 ₹/L,- 24.00
"Oct 16, 2025",142.00 ₹/L,- 37.22
"Oct 15, 2025",104.78 ₹/L,+ 0.60
"Oct 14, 2025",105.38 ₹/L,- 0.60
"Oct 13, 2025",104.78 ₹/L,  0.00
"Oct 12, 2025",104.78 ₹/L,+ 0.58
"Oct 11, 2025",105.36 ₹/L,- 0.58
"Oct 10, 2025",104.78 ₹/L,+ 0.60
"Oct 09, 2025",105.38 ₹/L,  0.00
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.88 ₹/L,+ 0.65
"Oct 14, 2025",95.53 ₹/L,- 0.65
"Oct 13, 2025",94.88 ₹/L,+ 0.10
"Oct 12, 2025",94.98 ₹/L,+ 0.08
"Oct 11, 2025",95.06 ₹/L,- 0.18
"Oct 10, 2025",94.88 ₹/L,  0.00
"Oct 09, 2025",94.88 ₹/L,+ 0.09
"Oct 08, 2025",94.97 ₹/L,+ 0.18
"Oct 07, 2025",95.15 ₹/L,- 0.27
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.14 ₹/L,- 0.48
"Oct 14, 2025",94.66 ₹/L,+ 0.13
"Oct 13, 2025",94.79 ₹/L,+ 0.31
"Oct 12, 2025",95.10 ₹/L,+ 0.05
"Oct 11, 2025",95.15 ₹/L,- 0.29
"Oct 10, 2025",94.86 ₹/L,+ 0.20
"Oct 09, 2025",95.06 ₹/L,- 0.20
"Oct 08, 2025",94.86 ₹/L,- 0.20
"Oct 07, 2025",94.66 ₹/L,+ 0.40
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.13 ₹/L,+ 0.30
"Oct 14, 2025",95.43 ₹/L,- 0.17
"Oct 13, 2025",95.26 ₹/L,+ 0.01
"Oct 12, 2025",95.27 ₹/L,+ 0.13
"Oct 11, 2025",95.40 ₹/L,- 0.12
"Oct 10, 2025",95.28 ₹/L,- 0.02
"Oct 09, 2025",95.26 ₹/L,+ 0.28
"Oct 08, 2025",95.54 ₹/L,+ 0.18
"Oct 07, 2025",95.72 ₹/L,- 0.46
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.89 ₹/L,+ 0.34
"Oct 14, 2025",95.23 ₹/L,+ 0.24
"Oct 13, 2025",95.47 ₹/L,  0.00
"Oct 12, 2025",95.47 ₹/L,- 0.24
"Oct 11, 2025",95.23 ₹/L,- 0.34
"Oct 10, 2025",94.89 ₹/L,+ 0.16
"Oct 09, 2025",95.05 ₹/L,+ 0.20
"Oct 08, 2025",95.25 ₹/L,- 0.24
"Oct 07, 2025",95.01 ₹/L,- 0.14
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.13 ₹/L,- 0.15
"Oct 14, 2025",94.98 ₹/L,  0.00
"Oct 13, 2025",94.98 ₹/L,+ 0.15
"Oct 12, 2025",95.13 ₹/L,- 0.10
"Oct 11, 2025",95.03 ₹/L,- 0.05
"Oct 10, 2025",94.98 ₹/L,  0.00
"Oct 09, 2025",94.98 ₹/L,  0.00
"Oct 08, 2025",94.98 ₹/L,  0.00
"Oct 07, 2025",94.98 ₹/L,  0.00
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.36 ₹/L,- 0.29
"Oct 14, 2025",95.07 ₹/L,+ 0.26
"Oct 13, 2025",95.33 ₹/L,  0.00
"Oct 12, 2025",95.33 ₹/L,  0.00
"Oct 11, 2025",95.33 ₹/L,+ 0.03
"Oct 10, 2025",95.36 ₹/L,- 0.03
"Oct 09, 2025",95.33 ₹/L,  0.00
"Oct 08, 2025",95.33 ₹/L,- 0.05
"Oct 07, 2025",95.28 ₹/L,- 0.15
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.65 ₹/L,+ 0.51
"Oct 14, 2025",95.16 ₹/L,  0.00
"Oct 13, 2025",95.16 ₹/L,- 0.35
"Oct 12, 2025",94.81 ₹/L,- 0.20
"Oct 11, 2025",94.61 ₹/L,+ 0.39
"Oct 10, 2025",95.00 ₹/L,- 0.19
"Oct 09, 2025",94.81 ₹/L,- 0.16
"Oct 08, 2025",94.65 ₹/L,+ 0.42
"Oct 07, 2025",95.07 ₹/L,  0.00
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.91 ₹/L,+ 0.07
"Oct 14, 2025",94.98 ₹/L,  0.00
"Oct 13, 2025",94.98 ₹/L,- 0.07
"Oct 12, 2025",94.91 ₹/L,  0.00
"Oct 11, 2025",94.91 ₹/L,  0.00
"Oct 10, 2025",94.91 ₹/L,+ 0.14
"Oct 09, 2025",95.05 ₹/L,- 0.17
"Oct 08, 2025",94.88 ₹/L,  0.00
"Oct 07, 2025",94.88 ₹/L,+ 0.03
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.15 ₹/L,- 0.10
"Oct 14, 2025",95.05 ₹/L,+ 0.31
"Oct 13, 2025",95.36 ₹/L,  0.00
"Oct 12, 2025",95.36 ₹/L,- 0.21
"Oct 11, 2025",95.15 ₹/L,  0.00
"Oct 10, 2025",95.15 ₹/L,+ 0.21
"Oct 09, 2025",95.36 ₹/L,- 0.31
"Oct 08, 2025",95.05 ₹/L,+ 0.63
"Oct 07, 2025",95.68 ₹/L,- 0.32
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.82 ₹/L,- 0.05
"Oct 14, 2025",95.77 ₹/L,- 0.27
"Oct 13, 2025",95.50 ₹/L,- 0.01
"Oct 12, 2025",95.49 ₹/L,+ 0.41
"Oct 11, 2025",95.90 ₹/L,- 0.37
"Oct 10, 2025",95.53 ₹/L,+ 0.20
"Oct 09, 2025",95.73 ₹/L,- 0.34
"Oct 08, 2025",95.39 ₹/L,+ 0.14
"Oct 07, 2025",95.53 ₹/L,+ 0.29
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.29 ₹/L,- 0.28
"Oct 14, 2025",95.01 ₹/L,+ 0.57
"Oct 13, 2025",95.58 ₹/L,+ 0.19
"Oct 12, 2025",95.77 ₹/L,- 0.76
"Oct 11, 2025",95.01 ₹/L,  0.00
"Oct 10, 2025",95.01 ₹/L,+ 0.57
"Oct 09, 2025",95.58 ₹/L,- 0.57
"Oct 08, 2025",95.01 ₹/L,+ 0.39
"Oct 07, 2025",95.40 ₹/L,+ 0.18
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",95.51 ₹/L,+ 0.67
"Oct 14, 2025",96.18 ₹/L,- 0.78
"Oct 13, 2025",95.40 ₹/L,+ 0.01
"Oct 12, 2025",95.41 ₹/L,+ 0.50
"Oct 11, 2025",95.91 ₹/L,- 0.40
"Oct 10, 2025",95.51 ₹/L,- 0.11
"Oct 09, 2025",95.40 ₹/L,- 0.06
"Oct 08, 2025",95.34 ₹/L,+ 0.24
"Oct 07, 2025",95.58 ₹/L,- 0.18
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",96.01 ₹/L,+ 0.17
"Oct 14, 2025",96.18 ₹/L,- 0.01
"Oct 13, 2025",96.17 ₹/L,+ 0.01
"Oct 12, 2025",96.18 ₹/L,  0.00
"Oct 11, 2025",96.18 ₹/L,- 0.17
"Oct 10, 2025",96.01 ₹/L,+ 0.16
"Oct 09, 2025",96.17 ₹/L,+ 0.01
"Oct 08, 2025",96.18 ₹/L,- 0.01
"Oct 07, 2025",96.17 ₹/L,  0.00
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.87 ₹/L,+ 0.08
"Oct 14, 2025",94.95 ₹/L,- 0.30
"Oct 13, 2025",94.65 ₹/L,+ 0.30
"Oct 12, 2025",94.95 ₹/L,- 0.08
"Oct 11, 2025",94.87 ₹/L,+ 0.10
"Oct 10, 2025",94.97 ₹/L,- 0.18
"Oct 09, 2025",94.79 ₹/L,+ 0.16
"Oct 08, 2025",94.95 ₹/L,+ 0.02
"Oct 07, 2025",94.97 ₹/L,- 0.32
"Oct 19, 2025",177.00 ₹/L,  NA
"Oct 15, 2025",94.97 ₹/L,+ 0.14
"Oct 14, 2025",95.11 ₹/L,+ 0.45
"Oct 13, 2025",95.56 ₹/L,  0.00
"Oct 12, 2025",95.56 ₹/L,- 0.73
"Oct 11, 2025",94.83 ₹/L,  0.00
"Oct 10, 2025",94.83 ₹/L,+ 0.28
"Oct 09, 2025",95.11 ₹/L,+ 0.44
"Oct 08, 2025",95.55 ₹/L,- 0.67
"Oct 07, 2025",94.88 ₹/L,+ 0.23
